,name,empty_slots,free_bikes,slots,latitude,longitude
689,Hutchison / Beaubien,12,10,26,45.52605851018324,-73.61296892166138
690,Drolet / Gounod,14,5,19,45.54095134225734,-73.62637460231781
691,de Gaspé / de Liège,19,3,23,45.54248521237199,-73.63634169101715
692,de l'Hotel-de-Ville / Ontario,21,4,27,45.51374520222444,-73.56666326522826
693,de Gaspé / Villeray,14,1,15,45.53888723230076,-73.62390697002411
694,Drummond / de Maisonneuve,17,29,47,45.499515390738885,-73.57602953910826
695,Parc Jean-Drapeau (Chemin Macdonald),23,11,35,45.51252079509179,-73.53200376033783
696,St-Urbain / Prince-Arthur,24,1,27,45.51264267313489,-73.57343316078186
697,Jeanne-Mance / Prince-Arthur,13,15,31,45.511162116038015,-73.57514441013335
698,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),25,4,31,45.575707,-73.561562
699,Bélanger / St-Laurent,20,0,23,45.53313989048685,-73.61472845077515
700,Marmier / St-Denis,26,0,27,45.530757980151904,-73.59845817089081
701,Robert-Bourassa / St-Maurice,9,13,23,45.49837045828952,-73.56055587530136
702,Métro Charlevoix (Centre / Charlevoix),10,16,27,45.4785381897129,-73.56931865215302
703,Émile-Duployé / Sherbrooke,17,3,23,45.52733971427933,-73.56485076248646
704,Ste-Famille / des Pins,7,2,11,45.5125667269925,-73.57640504837036
705,Villeneuve / St-Laurent,15,6,23,45.52142922483992,-73.58953826151264
706,Parc Baldwin (Fullum / Sherbrooke),4,29,35,45.53407048533949,-73.56265068054199
707,Cartier / Marie-Anne,21,1,23,45.53272890731339,-73.57200437053734
708,Aylwin / Ontario,18,9,27,45.544275457326385,-73.54516267776489
709,Queen / Wellington,39,7,47,45.49760527699099,-73.55534970760345
710,Stationnement incitatif de Montarville (de Montarville),9,10,19,45.6011635681891,-73.44999354332685
711,Quai Yvon-Julien (Marie-Victorin / de Montarville),10,12,22,45.606718042243784,-73.45692034810781
712,Stationnement incitatif de Mortagne (Ampère),15,8,23,45.57251733677832,-73.44312071800232
713,St-Joseph Lachine / 21e avenue,17,2,19,45.43352120253739,-73.68354320526123
714,du Parc / François-Foucault,0,18,23,45.605785392139126,-73.66273999214172
715,90e Avenue / Boulevard Lévesque O,18,9,27,45.53121456506295,-73.74735295772552
716,Métro St-Laurent ( de Maisonneuve / St-Laurent),11,12,24,45.51074821798916,-73.56512099504471
717,de Maisonneuve / Mansfield (nord),6,13,19,45.502386079583346,-73.57333794236183
718,Pierre-de-Coubertin / Aird,14,5,19,45.55903106539297,-73.54830354452133
719,Porte de Québec / St-André,12,7,19,45.51329411414168,-73.55057805776596
720,Laurier / St-Denis,12,2,15,45.52714838624861,-73.58947947621346
721,Frontenac / Ste-Catherine,13,5,19,45.53006276144042,-73.54559183120728
722,Garnier / Villeray,14,4,19,45.54948004519436,-73.61605471489383
723,Belmont / Robert-Bourassa,10,17,27,45.50138408104859,-73.56588006019592
724,Louis-Hémon / Rosemont,13,4,19,45.544500877623655,-73.58810484409332
725,Wellington / Gordon,7,13,23,45.46109386344247,-73.56704950332642
726,Parc des Vétérans (des Vétérans / Broadway),7,4,11,45.63147192165401,-73.50819479674101
727,Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),10,9,19,45.630686043767284,-73.4948467835784
728,Wellington / 3e avenue,7,12,19,45.45734622161475,-73.56757521629333
729,Wellington / Hickson,2,24,27,45.46493155172772,-73.56674909591675
730,Parc de Montréal-Est (Notre-Dame / David),1,16,19,45.61316323215739,-73.50989364087582
731,Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),5,10,15,45.62846158049899,-73.49952153861523
732,Mansfield / Ste-Catherine,12,1,19,45.50140664031126,-73.57165485620499
733,Lanaudière / Jean-Talon,14,0,15,45.545350334193245,-73.61032962799072
734,Lincoln / du Fort,11,3,15,45.4930266623113,-73.58389592183812
735,St-Dominique / de Bellechasse,28,2,31,45.52952466565309,-73.60488876700401
736,du Canal / McLaughlin,7,6,15,45.42969214118378,-73.6694884300232
737,de la Peltrie / de la Côte-des-Neiges,13,10,23,45.499797390231926,-73.6301752924919
738,Plessis / Logan,15,3,19,45.5218942750191,-73.55725058932876
739,de Maisonneuve / Mansfield SE,11,10,23,45.50229349416256,-73.5733064264059
740,Duluth / St-Laurent,8,5,15,45.51705439248423,-73.57926428318024
741,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),16,3,19,45.551584,-73.561916
742,Bloomfield / Bernard,26,1,27,45.520338193708305,-73.60775470733641
743,de Laprairie / Centre,11,4,15,45.48059248038378,-73.56577813625336
