row_from_station,fsq_id,category_id,name,latitude,longitude,rating,total_ratings,total_photos,total_tips
562,72aeca1c5d7e4af751160d50,17009,Fédération Québécoise des Clubs Quads,45.561529,-73.575595,,,,
562,2523e6f4d5e54b6efae74201,11027,pcNetMax Inc,45.566366,-73.572549,,,,
562,541efac8498ef421d5242a4b,11026,Chiquitines,45.564168,-73.585572,,,,
562,4e288760b61c9d28cbf5dafd,13046,Cornet Glacé,45.568465,-73.583916,,,,
562,4f75bf56e4b054a7062df048,11064,Salon Bellina,45.56822,-73.584781,,,,
562,4bd38597046076b043557671,13027,Restaurant Chez la Mère,45.558488,-73.568612,7.4,39,20,9
562,4bc1f0627d9b49f09265950b,11064,Marilou Nicol,45.56331,-73.571869,,,,
562,4df24940b0fb807158bda2e2,13276,Sushi Bako,45.566958,-73.585323,,,,
562,4b33abcff964a5208a1c25e3,17076,SAQ Sélection,45.566526,-73.58977,7.2,12,13,2
562,ce9b8400a48845e03dc289c4,11148,Lrm Management Ltee,45.560864,-73.574797,,,,
562,511e64e219a92c42643a4fb7,13067,Akwaba,45.569436,-73.583705,,,,
562,cd4639642c6b450abb134aaa,12078,Habitation Communautaire Loggia,45.560454,-73.578178,,,,
562,fa07692cb5e7437219030556,11093,Les Equipements Masi,45.566544,-73.583369,,,,
563,4de902af7d8b02ee9f23f9ae,13334,Dagwoods la Sandwicherie,45.520682,-73.62748,7.2,10,5,3
563,4f3e9adae4b0948f1fb91db2,13064,Domino's Pizza,45.520682,-73.62748,,,,
563,4b14019af964a5209a9b23e3,13298,Poissonnerie la Sirene la Mer,45.516191,-73.630334,7.8,70,39,19
563,4dbeedc143a1d8504bca7bf1,13276,Sushi Plus,45.521549,-73.62402,7.7,67,51,17
563,4bb63eec6edc76b08aa0301c,17069,Metro,45.520294,-73.624269,7.3,28,1,3
563,50f82e6ee4b0dbcf385211e1,11001,Design Grafico,45.518795,-73.628047,,,,
563,4b44f16cf964a520590026e3,17035,Jean Coutu,45.520646,-73.626461,6.0,16,1,0
563,4bc3c00babf495218e44c493,13223,Restaurant Bombay Mahal,45.524635,-73.625915,8.6,153,43,45
563,4c2a8e8aae6820a10b891643,16033,Outremont Dog Run,45.52183,-73.626936,,,,
563,52aba50411d22ac70043727d,13199,Flavours of India,45.5243,-73.625613,7.7,8,0,1
563,4da76d561e72d9bb472f8d17,16037,Parc Hamilton,45.524383,-73.629832,,,,
563,4d611f039be02c0f5067ed74,11064,Dees Beauty Parlor,45.524416,-73.62552,7.8,28,4,11
563,4bb396784019a5932a2738b8,13218,Indian Curry House,45.524818,-73.625291,8.0,115,47,34
563,4fbe7411e4b057d1bdb64ad8,13199,Chand Palace,45.524924,-73.625683,7.6,47,9,12
563,a7ee226e7b90436d90c7db62,,Industries de Vitre Teintée Kredl Inc,45.519427,-73.627729,,,,
563,049b1f409a8e43643a38a60f,13334,Dagwoods Sandwichs et Salades,45.520682,-73.62748,,,,
563,1f0a7ab2b2dc438ec73a1307,11057,Dansereau Traiteur,45.519198,-73.627818,,,,
563,4bae2e57f964a5209d8e3be3,16033,Parc Canin de l'arrondissement d'Outremont,45.519492,-73.621869,7.4,11,9,7
563,4b6cba40f964a5209a4f2ce3,13199,Punjab Palace,45.525279,-73.625016,7.7,76,24,21
563,4cd63005a42b236a2bc6f408,13031,McDonald's,45.520384,-73.625435,5.0,28,9,3
563,4dc5501345dd2645526c62e7,16032,Parc T.S. Darling Park,45.518245,-73.635344,,,,
563,52fceb4f498e1e9aed9d7447,11000,Soft dB - Consultants en acoustique et vibrations,45.521824,-73.624465,,,,
563,4bc7642a8b7c9c74a25d36cf,,Akzo Nobel Canada,45.518473,-73.624403,,,,
563,4bae7d88f964a520cfb83be3,13002,Afroditi Bakery,45.528302,-73.629914,8.8,33,21,10
563,5c71c2b8625a66002f4513ac,17018,Renaissance Centre de Don et Librairie,45.521278,-73.623381,,,,
563,4d4c8639e1ec6dcb995eda75,15006,Chiropratique Synergie Laënnec,45.522934,-73.623,,,,
563,4fd24110e4b0f8bb2c7d5cf0,13034,Bar à Gaufre,45.526141,-73.627274,6.8,15,15,3
563,4b1c2c1bf964a520820324e3,13177,Marven's Restaurant,45.52811,-73.633687,8.9,143,93,48
563,4d72327d5f00370452cedba0,13191,786 Halal Restaurant,45.526486,-73.624329,7.5,18,6,9
563,4bd4858a5631c9b6c183a230,13177,Restaurant Village Grecque Inc,45.527407,-73.623778,8.4,20,12,9
563,513f42d5e4b0a434cbd302c7,17035,Jean Coutu,45.52494,-73.624908,6.3,5,2,0
563,4d9f000e7f1b721ecc82930f,13002,Efes Patisseries,45.52881,-73.630076,8.0,9,3,3
563,5144cda8e4b08875115c7414,17057,Sucreries Ram,45.524579,-73.625865,,,,
563,4ef39e9177c8e91262dfdb1c,17138,The Little Shop (La Petite Boutique),45.525059,-73.627383,,,,
563,5329a0cd498e2a889616a64f,13027,Cartier Café BIstro,45.523052,-73.62281,,,,
563,c12da71f66124da8a1c76a7f,17069,Super Marché Racicot 1980 Inc,45.521248,-73.624834,,,,
563,4efb83c977c822653e8602f6,11010,Garage Fujiaty,45.515003,-73.630052,,,,
563,5159dfe8e4b0781ccdf0fd25,13040,Punjab Sweet,45.525038,-73.625686,,,,
563,55cbbe33498e2fb743be2358,17000,Metro Mont-Royal,45.52345,-73.622775,,,,
563,ca189e889316485d105c4e10,11034,Soft DB Inc,45.521824,-73.624465,,,,
563,4f6ce3abe4b0a235d624ef70,11010,Centre de l'Auto Beaumont,45.523506,-73.622825,,,,
563,5165d869e4b0c32fc5ad00bd,13034,Cafe C Central,45.525048,-73.625202,,,,
563,d47bc07cc30f4b8c42c69a46,,Industries Goodwill Renaissance Montreal Inc,45.520699,-73.623944,,,,
563,7ad06df0d3b849d9e18f3616,11095,Controle Humanitaire de la Faune Sauvage,45.517547,-73.625244,,,,
563,4cfbf571c51fa1cd977ce92b,11064,Mama Africa Beauty Supply,45.525442,-73.625361,,,,
563,64486fead2be49cac51ab3d9,17043,Allesco Inc,45.516185,-73.627863,,,,
563,aeb9b2c01ade43825dbf53c8,,The Donald Berman Chai Lifeline,45.516672,-73.626329,,,,
563,4b6e7d46f964a5206ebf2ce3,13145,Tripoli Restaurant,45.528983,-73.629936,7.2,27,14,13
563,4e85fb448b81dfd370ccca93,11030,Dolbeau Canada Studio,45.523737,-73.622639,,,,
563,4bc7c1c5af07a5933ae47f2d,13064,Miss Jean Talon Restaurant,45.5255,-73.625314,,,,
564,4d489e4f782f3704e4116337,13034,Second Cup CAFÉ & Cie,45.497635,-73.62928,6.4,0,1,0
564,4aea40f1f964a52087ba21e3,13379,Restaurant Pho Lien,45.498922,-73.627483,8.0,203,83,73
564,5116bf9de4b0f8a4c75e97dc,17034,Dollarama,45.499436,-73.630115,8.4,18,6,
564,4b0581fbf964a520e35822e3,13352,Restaurant Talay Thai,45.498976,-73.62763,8.0,23,8,15
564,4bf40acb6a31d13ab043952e,11045,RBC Royal Bank,45.498305,-73.627124,6.9,6,2,1
564,52402291498e092fae6fbe2e,13065,Allô! Mon Coco,45.498703,-73.627088,7.1,60,61,16
564,4cac7cf197c8a1cda21da1a5,17090,Rona,45.495283,-73.627653,6.1,8,6,0
564,51c10170498efff55d2996d6,13096,Restaurant Tuk Tuk,45.498383,-73.626109,7.1,14,14,9
564,4c15243f7f7f2d7f71f7e168,13338,Poissonnerie & Restaurant Rayan,45.500202,-73.631497,8.5,72,64,28
564,4d812631360b224b739de756,13298,Grillades Farhat,45.49805,-73.625711,7.2,20,9,8
564,4b81e2baf964a520afc230e3,13276,Sushi Shop,45.498084,-73.626826,6.6,8,4,0
564,511e82dfe4b0320f929f0ca6,13032,Tim Hortons,45.498245,-73.627267,6.5,14,8,2
564,4c1a9bdc01379521feb946f3,17035,Jean Coutu,45.497104,-73.624759,7.6,17,1,4
564,4c01a22127dcc928a1e5e052,13099,Restaurant Delicieux,45.49865,-73.626941,6.7,18,19,11
564,4b059005f964a5203bdf22e3,13018,McCarold,45.49673,-73.623633,8.2,149,93,28
564,52003c5d498ed9954e0454b8,13379,Sen Vang,45.492161,-73.63302,8.4,15,5,6
564,5aecc0b77e4b4e0031954190,15000,Proxim pharmacie affiliée - Emmanuel Abikhzer,45.497986,-73.628808,,,,
